Year,"Destination","Location","Female 0-4","Female 5-11","Female 5-17","Female 12-17","Female 18-59","Female 60+","F: Unknown","F_Total","Male 0-4","Male 5-11","Male 5-17","Male 12-17","Male 18-59","Male 60+","M: Unknown","M_Total","Overall total"
2014,Aruba,"Aruba : Dispersed in the country / territory",,,,,*,,,*,,,,,*,,,*,5
2014,Afghanistan,Badakhshan,10,15,,12,41,*,,80,10,15,,12,36,*,,77,157
2014,Afghanistan,"Badakhshan : Wilayat - Province",213,246,,259,500,88,,1306,210,244,,257,489,94,,1294,2600
2014,Afghanistan,"Badghis : Wilayat - Province",2327,2631,,2804,5149,990,,13901,2274,2595,,2808,5110,1043,,13830,27731
2014,Afghanistan,"Badghis : Wllayat - Province",*,6,,*,15,*,,30,*,6,,*,14,*,,29,59
2014,Afghanistan,"Badghis:Wllayet - Province",*,*,,*,*,*,,7,*,*,,*,*,*,,6,13
2014,Afghanistan,"Baghlan : Wilayat - Province",301,388,,366,943,89,,2087,302,391,,346,867,116,,2022,4109
2014,Afghanistan,"Baghlan : Wllayat - Province",473,680,,578,1883,85,,3699,488,698,,520,1664,157,,3527,7226
2014,Afghanistan,"Balkh : Wilayat - Province",1890,2312,,2287,5188,664,,12341,1878,2312,,2221,4902,783,,12096,24437
2014,Afghanistan,"Bamyan : Wilayat - Province",57,81,,66,220,11,,435,58,83,,63,196,20,,420,855
2014,Afghanistan,"Bamyan: Wilayat - Province",9,13,,11,37,*,,72,10,14,,10,32,*,,69,141
2014,Afghanistan,"Daykundi : Wilayat - Province",25,35,,31,93,6,,190,26,36,,29,83,9,,183,373
2014,Afghanistan,"Farah : Wilayat - Province",2399,2770,,2894,5643,974,,14680,2354,2742,,2875,5515,1052,,14538,29218
2014,Afghanistan,"Faryab : Wilayat - Province",3727,4253,,4494,8467,1557,,22498,3650,4202,,4485,8347,1657,,22341,44839
2014,Afghanistan,"Ghazni : Wilayat - Province",3425,3917,,4131,7837,1421,,20731,3354,3873,,4118,7712,1518,,20575,41306
2014,Afghanistan,"Ghor : Wilayat - Province",3209,3626,,3869,7090,1367,,19161,3135,3576,,3872,7034,1439,,19056,38217
2014,Afghanistan,"Helmand : Wilayat - Province",10555,12006,,12733,23764,4438,,63496,10329,11853,,12716,23475,4707,,63080,126576
2014,Afghanistan,"Herat : Wilayat - Province",2314,2863,,2806,6543,785,,15311,2305,2868,,2708,6149,944,,14974,30285
2014,Afghanistan,"Hilmand : Wilayat - Province",221,318,,270,879,40,,1728,228,325,,243,776,73,,1645,3373
2014,Afghanistan,"Hirat : Wilayat - Province",8011,9054,,9659,17711,3414,,47849,7828,8930,,9671,17572,3594,,47595,95444
2014,Afghanistan,"Jawzjan : Wilayat - Province",1342,1601,,1621,3446,506,,8516,1328,1594,,1592,3302,571,,8387,16903
2014,Afghanistan,"Kabul : Wilayat - Province",5610,7175,,6802,17200,1719,,38506,5631,7229,,6492,15901,2204,,37457,75963
2014,Afghanistan,"Kandahar : Wilayat - Province",5126,6028,,6194,12681,1996,,32025,5052,5989,,6106,12251,2212,,31610,63635
2014,Afghanistan,"Kapisa : Wilayat - Province",707,833,,858,1753,274,,4425,698,828,,843,1695,304,,4368,8793
2014,Afghanistan,"Khost : Wilayat - Province",15470,19777,,17740,56236,2452,,111675,15455,21843,,15653,49947,4561,,107459,219134
2014,Afghanistan,"Kunar : Wilayat - Province",3960,4853,,4707,10459,1394,,25373,3929,4821,,4653,9924,1617,,24944,50317
2014,Afghanistan,"Kunduz : Wilayat - Province",2362,3075,,2865,7568,676,,16546,2380,3109,,2708,6933,906,,16036,32582
2014,Afghanistan,"Laghman : Wilayat - Province",1150,1464,,1392,3495,356,,7857,1152,1476,,1330,3232,453,,7643,15500
2014,Afghanistan,"Logar : Wilayat - Province",1598,1928,,1934,4235,582,,10277,1584,1924,,1887,4030,671,,10096,20373
2014,Afghanistan,"Nangarhar : Wilayat - Province",11085,13433,,13367,30126,3886,,71897,10991,13505,,12962,28457,4563,,70478,142375
2014,Afghanistan,"Nimroz : Wilayat - Province",41,47,,50,92,17,,247,40,46,,49,90,19,,244,491
2014,Afghanistan,"Nimruz : Wilayat - Province",25,35,,31,98,*,,193,25,36,,27,86,8,,182,375
2014,Afghanistan,"Nuristan : Wilayat - Province",495,564,,600,1122,207,,2988,485,558,,596,1107,220,,2966,5954
2014,Afghanistan,"Paktia : Wilayat - Province",225,324,,276,897,40,,1762,233,333,,248,792,75,,1681,3443
2014,Afghanistan,"Paktika : Wilayat - Province",5419,6925,,6213,19696,857,,39110,5412,7652,,5481,17493,1597,,37635,76745
2014,Afghanistan,"Paktya : Wilayat - Province",1003,1302,,1171,2951,297,,6724,1006,1298,,1154,2729,378,,6565,13289
2014,Afghanistan,"Panjsher : Wilayat - Province",106,122,,128,241,45,,642,104,120,,129,238,47,,638,1280
2014,Afghanistan,"Panjshir : Wilayat - Province",26,38,,31,105,5,,205,27,39,,29,93,9,,197,402
2014,Afghanistan,"Parwan : Wilayat - Province",767,947,,926,2160,261,,5061,763,949,,897,2029,313,,4951,10012
2014,Afghanistan,"Samangan : Wilayat - Province",144,182,,176,426,46,,974,143,181,,166,396,59,,945,1919
2014,Afghanistan,"Sar-e Pol : Wilayat - Province",1323,1565,,1600,3325,508,,8321,1305,1557,,1573,3201,567,,8203,16524
2014,Afghanistan,"Sar-e Pul : Wilayat - Province",84,120,,103,334,15,,656,86,123,,93,294,28,,624,1280
2014,Afghanistan,"Takhar : Wilayat - Province",255,355,,312,947,56,,1925,262,363,,286,846,91,,1848,3773
2014,Afghanistan,"Urozgan : Wilayat - Province",9,13,,12,36,*,,72,9,14,,10,32,*,,68,140
2014,Afghanistan,"Uruzgan : Wilayat - Province",1935,2186,,2332,4273,825,,11551,1891,2156,,2337,4241,869,,11494,23045
2014,Afghanistan,"Wardak : Wilayat - Province",2422,2765,,2924,5505,1011,,14627,2371,2730,,2914,5425,1076,,14516,29143
2014,Afghanistan,"Zabul : Wilayat - Province",1145,1310,,1380,2630,474,,6939,1121,1295,,1375,2586,506,,6883,13822
2014,Angola,"Angola : Dispersed in the country / territory",,,,,,,13534,13534,,,,,,,16224,16224,59970
2014,Albania,"Albania : Dispersed in the country/territory",,,,,,,,*,,,,,,,,*,7443
2014,Albania,"Babrru Centre",*,*,,*,8,,,14,*,*,,6,7,,,19,33
2014,Albania,Fier,,,,,,,,*,,,,,*,,,*,*
2014,Albania,"Mamurras : Bashki - Municipality",,*,,,*,,,*,,*,,,,,,*,*
2014,Albania,"Peshkopi : Bashki - Municipality",,,,,*,*,,*,,,,,,,,*,*
2014,Albania,Shkoder,,,,*,*,,,*,*,,,,*,,,*,8
2014,Albania,"Tirana Camp : Point",,,,*,100,50,,151,,,,,250,55,,305,456
2014,Albania,"Tirana Urban : Point",6,*,,*,20,*,,35,9,*,,7,32,*,,51,86
2014,"United Arab Emirates","Abu Dhabi : Emirate",31,46,,36,192,19,,324,21,50,,42,179,17,,309,633
2014,Argentina,"Argentina : Dispersed in the country / territory",21,72,,89,1065,320,,1567,24,86,,139,1944,599,,2792,4359
2014,Armenia,"Aragatsotn : Marz - Province",*,,,,39,18,,58,,,,,32,10,,42,100
2014,Armenia,"Ararat : Marz - Province",,,,,35,33,,68,,,,,47,39,,86,154
2014,Armenia,"Armavir : Marz - Province",,,,,51,38,,89,,,,,47,17,,64,153
2014,Armenia,"Gergharkunik : Marz - Province",,,,,36,12,,48,,,,,42,14,,56,104
2014,Armenia,"Kotayk : Marz - Province",,,,,87,56,,143,,,,,97,35,,132,275
2014,Armenia,"Lori : Marz - Province",,,,,47,14,,61,,,,,40,10,,50,111
2014,Armenia,"Shirak : Marz - Province",,,,,19,*,,22,,,,,16,*,,19,41
2014,Armenia,"Syunik : Marz - Province",,,,,57,18,,75,,,,,53,6,,59,134
2014,Armenia,"Tavush : Marz - Province",,,,,*,20,,24,,,,,*,*,,*,27
2014,Armenia,"Vayots Dzor : Marz - Province",,,,,*,*,,*,,,,,*,*,,*,5
2014,Armenia,"Yerevan : City",45,88,,90,677,208,,1108,61,84,,94,753,144,,1136,16818
2014,Australia,"Australia : Dispersed in the country / territory",,,,,,,5211,5211,,,,,,,11825,11825,52618
2014,Austria,"Austria : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,78425
2014,Azerbaijan,"Absheron : Rayon",,,,,,,,*,,,,,,,,*,24625
2014,Azerbaijan,"Aghdam : Rayon",,,,,,,,*,,,,,,,,*,39114
2014,Azerbaijan,"Aghdash : Rayon",,,,,,,,*,,,,,,,,*,3174
2014,Azerbaijan,"Aghjabedi : Rayon",,,,,,,,*,,,,,,,,*,14780
2014,Azerbaijan,"Aghstafa : Rayon",,,,,,,,*,,,,,,,,*,223
2014,Azerbaijan,"Aghsu : Rayon",,,,,,,,*,,,,,,,,*,1663
2014,Azerbaijan,"Astara : Rayon",,,,,,,,*,,,,,,,,*,44
2014,Azerbaijan,"Azerbaijan : Dispersed in the country/territory",,,,,,,,*,,,,,,,,*,3585
2014,Azerbaijan,"Baku : Municipality",53,91,,80,301,26,,551,60,89,,86,545,25,,805,203906
2014,Azerbaijan,"Balakan : Rayon",,,,,,,,*,,,,,,,,*,252
2014,Azerbaijan,"Barda : Rayon",,,,,,,,*,,,,,,,,*,33410
2014,Azerbaijan,"Beylagan : Rayon",,,,,,,,*,,,,,,,,*,13576
2014,Azerbaijan,"Bilasuvar : Rayon",,,,,,,,*,,,,,,,,*,19961
2014,Azerbaijan,"Dashkasan : Rayon",,,,,,,,*,,,,,,,,*,1222
2014,Azerbaijan,"Fuzuli : Rayon",,,,,,,,*,,,,,,,,*,66631
2014,Azerbaijan,"Gabala : Point",,,,,,,,*,,,,,,,,*,2367
2014,Azerbaijan,"Gadabay : Rayon",,,,,,,,*,,,,,,,,*,301
2014,Azerbaijan,"Gakh : Point",,,,,,,,*,,,,,,,,*,1197
2014,Azerbaijan,"Ganja : Municipality",,,,,,,,*,,,,,,,,*,15769
2014,Azerbaijan,"Gazakh : Point",,,,,,,,*,,,,,,,,*,7712
2014,Azerbaijan,"Gobustan : Rayon",,,,,,,,*,,,,,,,,*,447
2014,Azerbaijan,"Goranboy : Rayon",,,,,,,,*,,,,,,,,*,11517
2014,Azerbaijan,"Goychay : Rayon",,,,,,,,*,,,,,,,,*,1831
2014,Azerbaijan,"Goygol : Rayon",,,,,,,,*,,,,,,,,*,6349
2014,Azerbaijan,"Guba : Point",,,,,,,,*,,,,,,,,*,277
2014,Azerbaijan,"Gusar : Point",,,,,,,,*,,,,,,,,*,43
2014,Azerbaijan,"Hajigabul : Rayon",,,,,,,,*,,,,,,,,*,1634
2014,Azerbaijan,"Imishli : Rayon",,,,,,,,*,,,,,,,,*,4415
2014,Azerbaijan,"Ismayilli : Rayon",,,,,,,,*,,,,,,,,*,3481
2014,Azerbaijan,"Jalilabad : Rayon",,,,,,,,*,,,,,,,,*,1255
2014,Azerbaijan,"Khachmaz : Rayon",,,,,,,,*,,,,,,,,*,502
2014,Azerbaijan,"Khizi : Rayon",,,,,,,,*,,,,,,,,*,325
2014,Azerbaijan,"Kurdamir : Rayon",,,,,,,,*,,,,,,,,*,2205
2014,Azerbaijan,"Lachin (Takhta Korpu) : Point",,,,,,,,*,,,,,,,,*,9696
2014,Azerbaijan,"Lankaran : Municipality",,,,,,,,*,,,,,,,,*,258
2014,Azerbaijan,"Masalli : Rayon",,,,,,,,*,,,,,,,,*,335
2014,Azerbaijan,"Mingechavir : Municipality",,,,,,,,*,,,,,,,,*,20262
2014,Azerbaijan,"Naftalan : Municipality",,,,,,,,*,,,,,,,,*,523
2014,Azerbaijan,"Nakhchivan : Autonomous republic",,,,,,,,*,,,,,,,,*,989
2014,Azerbaijan,"Neftchala : Rayon",,,,,,,,*,,,,,,,,*,285
2014,Azerbaijan,"Oghuz : Rayon",,,,,,,,*,,,,,,,,*,2877
2014,Azerbaijan,"Saatli : Rayon",,,,,,,,*,,,,,,,,*,2867
2014,Azerbaijan,"Sabirabad : Rayon",,,,,,,,*,,,,,,,,*,5797
2014,Azerbaijan,"Salyan : Rayon",,,,,,,,*,,,,,,,,*,1017
2014,Azerbaijan,"Samukh : Rayon",,,,,,,,*,,,,,,,,*,1796
2014,Azerbaijan,"Shabran : Rayon",,,,,,,,*,,,,,,,,*,349
2014,Azerbaijan,"Shaki : Municipality",,,,,,,,*,,,,,,,,*,4950
2014,Azerbaijan,"Shamakhi : Rayon",,,,,,,,*,,,,,,,,*,1067
2014,Azerbaijan,"Shamkir : Rayon",,,,,,,,*,,,,,,,,*,1934
2014,Azerbaijan,"Shirvan : Municipality",,,,,,,,*,,,,,,,,*,3695
2014,Azerbaijan,"Siyazan : Rayon",,,,,,,,*,,,,,,,,*,115
2014,Azerbaijan,"Sumgayit : Municipality",,,,,,,,*,,,,,,,,*,52918
2014,Azerbaijan,"Tartar : Rayon",,,,,,,,*,,,,,,,,*,14564
2014,Azerbaijan,"Tovuz : Rayon",,,,,,,,*,,,,,,,,*,36
2014,Azerbaijan,"Ujar : Rayon",,,,,,,,*,,,,,,,,*,894
2014,Azerbaijan,"Yevlakh : Municipality",,,,,,,,*,,,,,,,,*,11670
2014,Azerbaijan,"Zagatala : Rayon",,,,,,,,*,,,,,,,,*,401
2014,Azerbaijan,"Zardab : Rayon",,,,,,,,*,,,,,,,,*,745
2014,Burundi,"Bujumbura: Town",1301,2359,,1983,5732,326,,11701,1293,2295,,2003,5249,248,,11088,22789
2014,Burundi,"Burundi : Dispersed in the country / territory",5821,7561,,6165,17815,1430,,38792,5670,7345,,6770,20488,3040,,43313,82105
2014,Burundi,"Butare : Point",5,8,,*,7,*,,22,*,7,,*,16,*,,29,51
2014,Burundi,"Bwagiriza : Point",853,1231,,705,1982,99,,4870,892,1310,,720,1586,102,,4610,9480
2014,Burundi,"Kavumu: Point",786,958,,487,1344,51,,3626,810,963,,454,978,39,,3244,6870
2014,Burundi,"Kinama: Point",789,1297,,832,2009,101,,5028,758,1354,,850,1747,59,,4768,9796
2014,Burundi,"Musasa : Point",564,1016,,547,1405,69,,3601,603,958,,627,1177,35,,3400,7001
2014,Belgium,"Belgium : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,41684
2014,Benin,"Benin : Dispersed in the country / territory",18,30,,34,145,7,,234,24,35,,29,155,6,,249,483
2014,"Burkina Faso","Bobo-Dioulasso : Department",79,160,,89,278,23,,629,82,113,,57,182,18,,452,1081
2014,"Burkina Faso","Burkina Faso : Dispersed in the country / territory",723,1108,,569,1622,92,,4114,725,1266,,606,1226,119,,3942,8056
2014,"Burkina Faso",Dori,*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,"Burkina Faso","Goudebo : Point",668,1255,,574,2159,180,,4836,647,1279,,593,1807,241,,4567,9403
2014,"Burkina Faso","Mentao : Point",984,1394,,588,2480,245,,5691,1009,1437,,632,1933,251,,5262,10953
2014,"Burkina Faso","Ouagadougou : Point",40,67,,40,187,*,,338,35,50,,59,261,13,,418,756
2014,"Burkina Faso","Sag-Nioniogo : Point",139,207,,107,426,34,,913,135,245,,153,356,43,,932,1845
2014,Bangladesh,"Bandarban : Zila - District",*,5,,*,9,*,,20,,*,,*,13,*,,20,40
2014,Bangladesh,"Bangladesh : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,200000
2014,Bangladesh,"Chittagong : Zila - District",,,,,*,,,*,,,,,*,,,*,*
2014,Bangladesh,"Cox's Bazar : Zila - District",,6,,*,13,,,23,,*,,5,15,*,,28,51
2014,Bangladesh,"Dhaka : Zila - District",*,*,,*,6,,,13,*,*,,*,13,*,,18,31
2014,Bangladesh,"Kutupalong : Point",811,1528,,1061,3247,161,,6808,866,1578,,1070,2676,178,,6368,13176
2014,Bangladesh,"Narsingdi : Zila - District",,,,,,,,*,,,,,*,,,*,*
2014,Bangladesh,"Nayapara : Point",1171,2181,,1634,4924,256,,10166,1244,2241,,1616,3641,271,,9013,19179
2014,Bangladesh,"Rangamati : Zila - District",,,,,,,,*,,,,,*,*,,*,*
2014,Bulgaria,"Bulgaria : Dispersed in the country / territory",,,,,,,1210,1210,,,,,,,5537,5537,17864
2014,Bahrain,"Bahrain : Dispersed in the country / territory",17,18,,24,100,7,,166,23,15,,19,118,12,,187,353
2014,Bahamas,"Bahamas : Dispersed in the country / territory",,*,,,6,,,7,,,,,22,,,22,104
2014,Bahamas,"Carmichael Detention Center",,,,,,,,*,,,,,*,,,*,*
2014,"Bosnia and Herzegovina","Bosnia and Herzegovina : Dispersed in the country / territory",*,10,,12,47,5,50,127,,13,,9,40,*,51,115,242
2014,"Bosnia and Herzegovina","Brcko : District",,,,,,,260,260,,,,,,,271,271,531
2014,"Bosnia and Herzegovina","Federation of Bosnia and Herzegovina : Entity",,,,*,14,*,19430,19448,,*,,5,35,*,20250,20293,39741
2014,"Bosnia and Herzegovina","Republika Srpska : Entity",,121,,256,2369,580,21805,25131,,153,,222,2351,620,22695,26041,51172
2014,Belarus,"Belarus : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,6440
2014,Belarus,"Brest : Oblast - Region",,,,,,,,*,,,,,*,,,*,*
2014,Belarus,"Brest Oblast - Region",,*,,*,*,,,6,,*,,*,13,*,,16,22
2014,Belarus,"Gomel : Oblast - Region",*,9,,8,28,9,,58,*,6,,5,63,5,,80,138
2014,Belarus,"Grodno : Oblast - Region",*,*,,*,15,*,,25,,7,,*,24,*,,37,62
2014,Belarus,"Horad Minsk : City",14,36,,36,107,19,,212,22,32,,27,228,8,,317,529
2014,Belarus,"Minsk : Oblast - Region",*,10,,9,49,8,,80,*,14,,7,53,*,,82,162
2014,Belarus,"Mogilev : Oblast - Region",,*,,*,17,,,20,*,*,,*,26,,,30,50
2014,Belarus,"Vitebsk : Oblast - Region",9,16,,8,58,10,,101,6,13,,13,80,6,,118,219
2014,Belize,"Belize : Dispersed in the country / territory",7,7,,10,31,*,,56,6,5,,6,45,6,,68,124
2014,"Bolivia (Plurinational State of)","Bolivia (Plurinational State of)",,,,,,,,*,,,,,,,,*,*
2014,"Bolivia (Plurinational State of)","Cochabamba : Department",*,7,,6,13,,,27,5,5,,6,23,,,39,66
2014,"Bolivia (Plurinational State of)","El Beni : Department",,,,*,,,,*,,*,,*,*,,,*,6
2014,"Bolivia (Plurinational State of)","La Paz : Department",,8,,32,202,7,,249,5,15,,29,290,9,,348,597
2014,"Bolivia (Plurinational State of)","Palos Blanco : Point",,*,,,*,,,*,,,,,*,,,*,6
2014,"Bolivia (Plurinational State of)","Santa Cruz : Department",5,,,6,18,*,,30,*,*,,8,43,*,,56,86
2014,"Bolivia (Plurinational State of)","Sucre : Point",,,,,,,,*,,,,,*,,,*,*
2014,"Bolivia (Plurinational State of)","Tarija : Department",,,,,*,,,*,,,,,*,,,*,*
2014,"Bolivia (Plurinational State of)","Yapacani : Point",*,*,,*,*,,,7,,*,,,5,,,6,13
2014,Brazil,"Acre : Estado - State",*,10,,17,198,*,,231,7,16,,11,1234,16,,1284,1515
2014,Brazil,"AmapÃ¡ : Estado - State",,,,,,*,,*,,,,,7,,,7,8
2014,Brazil,"Amazonas : Estado - State",*,15,,10,135,11,1132,1307,9,13,,18,434,9,1834,2317,3624
2014,Brazil,"Bahia : Estado - State",,,,,20,*,,21,,*,,,24,*,,25,46
2014,Brazil,"Brazil : Dispersed in the country / territory",61,110,,105,8313,28,,8617,92,312,,114,21932,62,,22512,31129
2014,Brazil,"Brazil : Estado - State",,,,,8,,,8,,,,,12,,,12,20
2014,Brazil,"CearÃ¡ : Estado - State",*,*,,*,32,,,38,*,,,*,73,*,,78,116
2014,Brazil,"Distrito Federal : Distrito Federal - Federal district",*,7,,10,178,*,,201,16,16,,11,951,8,,1002,1203
2014,Brazil,"Espirito Santo : Estado - State",,6,,*,25,*,,37,*,*,,6,146,*,,161,198
2014,Brazil,"Goias : Estado - State",*,*,,,14,,,16,*,*,,*,176,*,,182,198
2014,Brazil,"Maranhao : Estado - State",,*,,,*,,,*,,,,,8,,,8,11
2014,Brazil,"Mato Grosso : Estado - State",,*,,,9,,,10,,,,,51,*,,52,62
2014,Brazil,"Mato Grosso do Sul : Estado - State",*,*,,*,23,,,31,*,*,,5,67,*,,78,109
2014,Brazil,"Minas Gerais : Estado - State",,,,,30,*,,31,*,,,*,68,*,,72,103
2014,Brazil,ParaÃ­ba,,,,,*,,,*,,*,,,7,,,9,10
2014,Brazil,"ParanÃ¡ : Estado - State",9,13,,8,134,6,,170,17,14,,16,2782,*,,2831,3001
2014,Brazil,"ParÃ¡ : Estado - State",,,,,*,,,*,,,,,32,*,,35,36
2014,Brazil,"Pernambuco : Estado - State",*,*,,*,7,,,11,,*,,,7,,,8,19
2014,Brazil,"Piaui : Estado - State",,*,,*,*,,,*,,*,,*,*,,,*,*
2014,Brazil,"Rio de Janeiro : Estado - State",13,29,,17,466,8,,533,16,44,,26,1170,6,,1262,1795
2014,Brazil,"Rio Grande do Norte : Estado - State",,*,,*,10,,,16,*,,,*,21,,,23,39
2014,Brazil,"Rio Grande do Sul : Estado - State",*,*,,*,97,*,,107,15,5,,6,629,*,,658,765
2014,Brazil,"Rondonia : Estado - State",,*,,,*,,,*,,,,*,10,,,12,13
2014,Brazil,"Roraima : Estado - State",,*,,*,49,*,,55,*,7,,*,209,*,,220,275
2014,Brazil,"Santa Catarina : Estado - State",5,*,,6,125,,,139,5,5,,6,933,*,,950,1089
2014,Brazil,"Sao Paulo : Estado - State",38,64,,45,810,25,,982,56,87,,73,4287,42,,4545,5527
2014,Barbados,"Barbados : Dispersed in the country / territory",,,,,,,,*,,,,,*,,,*,*
2014,"Brunei Darussalam","Brunei Darussalam : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,20524
2014,Botswana,"Dukwi : Point",164,214,,145,474,13,,1010,176,212,,117,1286,46,,1837,2847
2014,"Central African Rep.","Bambari: Pladama-Ouaka",168,265,,103,392,41,,969,216,287,,114,190,25,,832,1801
2014,"Central African Rep.","Bamingui-Bangoran : Prefecture",,,,,,,,*,,,,,,,,*,9918
2014,"Central African Rep.","Bangui : Commune",146,216,,155,525,16,,1058,139,222,,175,564,20,,1120,498909
2014,"Central African Rep.","Basse Kotto",,,,,,,,*,,,,,,,,*,25225
2014,"Central African Rep.",Batalimo,9,19,,11,27,5,,71,18,10,,6,39,*,,75,146
2014,"Central African Rep.","Haut-Mbomou : Prefecture",,,,,,,,*,,,,,,,,*,17549
2014,"Central African Rep.","Haut-Mbomou: Obo/Mboki",55,87,,34,128,13,,317,71,94,,37,63,8,,273,590
2014,"Central African Rep.","Haute-Kotto : Prefecture",,,,,,,,*,,,,,,,,*,16340
2014,"Central African Rep.",Kemo,,,,,,,,*,,,,,,,,*,23087
2014,"Central African Rep.",Lobaye,,,,,,,,*,,,,,,,,*,38014
2014,"Central African Rep.","Mambere Kadei",,,,,,,,*,,,,,,,,*,16545
2014,"Central African Rep.","Mbomou : Prefecture",,,,,,,,*,,,,,,,,*,46420
2014,"Central African Rep.","Nana Mambere",,,,,,,,*,,,,,,,,*,8735
2014,"Central African Rep.","Nana-Gribizi : Economic prefecture",,,,,,,,*,,,,,,,,*,48283
2014,"Central African Rep.","Ombella M'Poko : Prefecture",,,,,,,,*,,,,,,,,*,58368
2014,"Central African Rep.",Ouaka,,,,,,,,*,,,,,,,,*,44957
2014,"Central African Rep.","Ouham : Prefecture",,,,,,,,*,,,,,,,,*,171123
2014,"Central African Rep.","Ouham-Pende : Prefecture",,,,,,,,*,,,,,,,,*,23675
2014,"Central African Rep.","Sangha Mbaere",,,,,,,,*,,,,,,,,*,2945
2014,"Central African Rep.","Vakaga : Prefecture",,,,,,,,*,,,,,,,,*,1526
2014,"Central African Rep.","Zemio : Sous-prefecture",315,310,,169,834,80,,1708,397,331,,162,717,73,,1680,3388
2014,Canada,"Canada : Dispersed in the country / territory",876,1193,,828,7842,742,,11481,838,1258,,956,10678,447,,14177,25658
2014,Switzerland,"Switzerland : Dispersed in the country / territory",2043,2540,,1771,12045,764,14960,34123,2117,2701,,2652,20262,510,19088,47330,81459
2014,Chile,"Chile : Dispersed in the country / territory",,,,,,,335,335,,,,,,,420,420,2346
2014,China,"Beijing : Municipality",*,*,,*,9,*,,14,*,*,,*,12,*,,17,31
2014,China,"China : Dispersed in the country / territory",*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,China,"Fujian : Province",*,*,,*,*,*,13211,13214,*,*,,*,*,*,14198,14200,27414
2014,China,"Guangdong : Province",9,8,,5,78,*,39884,39984,7,8,,6,186,*,43654,43861,83845
2014,China,"Guangxi : Autonomous Region",*,*,,*,*,*,53303,53303,*,*,,*,*,*,58965,58966,112269
2014,China,"Hainan : Province",*,*,,*,*,*,14867,14867,*,*,,*,*,*,16608,16609,31476
2014,China,"Hebei : Province",*,*,,*,34,*,,40,*,*,,*,122,*,,129,169
2014,China,"Hubei : Province",*,*,,*,24,*,,27,*,*,,*,21,*,,23,50
2014,China,"Hunan : Province",,,,,*,,,*,,*,,,*,,,*,*
2014,China,"Ji Lin : Province",*,*,,*,*,*,,*,*,*,,*,*,*,,*,5
2014,China,"Jiangsu : Province",*,*,,*,*,*,,6,*,*,,*,*,*,,10,16
2014,China,"Jiangxi : Province",,,,,,,824,824,,,,,,,891,891,1715
2014,China,"Liaoning : Province",,,,,,,,*,,,,,*,,,*,*
2014,China,"Neimenggu : Province",,,,,*,,,*,,,,,*,,,*,*
2014,China,"Shaanxi : Province",,,,,,,,*,,,,,*,,,*,*
2014,China,"Shan Dong : Province",,*,,*,*,,,*,,,,,*,,,*,*
2014,China,"Shanxi : Province",,,,,,,,*,,,,,*,,,*,*
2014,China,"Tianjin : Municipality",,*,,,*,,,*,*,*,,,*,,,8,10
2014,China,Xinjiang,,,,,,,,*,,,,,*,,,*,*
2014,China,"Yunnan : Province",,,,,,,21821,21821,,,,,,,22669,22669,44490
2014,China,"Zhejiang : Province",*,*,,*,*,*,,*,*,*,,*,9,*,,9,11
2014,"Cote d'Ivoire","Abidjan : Departement",38,108,,71,425,25,,667,41,130,,92,618,37,,918,1585
2014,"Cote d'Ivoire","CÃ´te d'Ivoire : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,712181
2014,"Cote d'Ivoire","Cote d'Ivoire : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,24000
2014,"Cote d'Ivoire","Guiglo : Departement",6,10,,20,45,5,,86,10,21,,16,26,*,,75,161
2014,"Cote d'Ivoire","Tabou : Departement",52,103,,67,274,6,,502,35,78,,69,216,6,,404,906
2014,Cameroon,"Adinkol : Point",33,70,,49,112,11,,275,30,75,,60,79,13,,257,532
2014,Cameroon,Alhamdou,58,134,,64,176,8,,440,64,138,,64,108,9,,383,823
2014,Cameroon,Awae,,,,,,,,*,,,,,*,,,*,*
2014,Cameroon,"Babongo : Point",,*,,,6,,,8,,*,,*,*,*,,11,19
2014,Cameroon,Bafia,,,,,,,,*,,,,,*,,,*,*
2014,Cameroon,"Bafouck : Point",56,126,,98,219,14,,513,56,114,,69,188,23,,450,963
2014,Cameroon,"Bagodo : Point",18,84,,78,180,7,,367,16,91,,92,129,19,,347,714
2014,Cameroon,Baham,,,,,*,,,*,,,,,*,,,*,5
2014,Cameroon,"Batoua Godole : Point",178,414,,347,727,55,,1721,130,412,,370,458,63,,1433,3154
2014,Cameroon,Batouri,*,9,,10,29,,,51,12,14,,10,50,*,,88,139
2014,Cameroon,"Bazzama : Point",45,96,,90,195,13,,439,32,75,,92,128,13,,340,779
2014,Cameroon,"Bedobo : Point",54,130,,104,267,14,,569,49,112,,80,184,17,,442,1011
2014,Cameroon,"Beke Chantier",27,41,,17,64,*,,150,25,56,,17,53,10,,161,311
2014,Cameroon,Belabo,*,*,,*,*,,,5,*,*,,*,*,,,10,15
